epoch,phase,batch_idx,loss,acc,precision,recall,f1
1,train,454,0.498173,0.959263,0.039286,0.02416,0.027597
1,train,455,0.52412,0.956473,0.059524,0.043768,0.031633
1,train,456,0.501356,0.955357,0.05119,0.042659,0.044048
1,train,457,0.494814,0.953683,0.017007,0.037698,0.020714
1,train,458,0.491409,0.958147,0.08631,0.036706,0.05
1,train,459,0.514496,0.955915,0.035714,0.025298,0.029592
1,train,460,0.562004,0.952009,0.03373,0.025376,0.028061
1,train,461,0.528253,0.951451,0.031746,0.018487,0.023352
1,train,462,0.524475,0.952567,0.016234,0.009398,0.011905
1,train,463,0.553292,0.953125,0.028061,0.022059,0.02381
1,train,464,0.542609,0.949777,0.003571,0.002976,0.003247
1,train,465,0.480564,0.957031,0.08631,0.027679,0.039505
1,train,466,0.490302,0.960379,0.026786,0.010714,0.015306
1,train,467,0.572716,0.953683,0.080357,0.021104,0.033333
1,train,468,0.502129,0.954241,0.015306,0.007143,0.00974
1,train,469,0.51395,0.957031,0.020408,0.007143,0.010582
1,train,470,0.473435,0.959263,0.069444,0.034045,0.045395
1,train,471,0.502234,0.954799,0.068878,0.02415,0.035714
1,train,472,0.525549,0.952567,0.081633,0.048845,0.056122
1,train,473,0.513642,0.958147,0.089286,0.028061,0.040675
1,train,474,0.511157,0.957589,0.059524,0.041447,0.046151
1,train,475,0.587672,0.948661,0.045455,0.025,0.032051
1,train,476,0.457995,0.960379,0.042857,0.032331,0.034524
